3645178372,2331364569,2313898663,985560883
3937717372,2319736886,2793909020,367444040
4238996463,1336205727,3120850078,289409128
2169530152,305950156,405825291,3815610011
1165747000,781600155,3769151348,1001447584
432720153,399384399,61684938,3700525612
2181194120,1990671161,1264020157,3056878948
2515172043,40082833,772728519,3748703261
3276575128,3930006366,3978403589,4028687944
356321864,2760554749,292832746,599960883
2841534013,6094808,2495776408,1691788240
2220407961,130503751,2736543663,4211485286
734645641,895372791,2797180193,2769369254
4031075333,1954064714,3713523268,3850050687
2536105935,546603451,240314283,2071163820
1892511543,37141536,3508366257,60529297
4045511002,3122783109,2271704695,2675250709
2817128407,1520918641,2982212950,992547027
1941092041,3351989815,912272083,2265311621
3606472961,1875425995,2333369602,3113816764
2287600524,1874988513,3017301594,2608830958
2378926833,211369000,4107855145,2527014643
2920859211,213167393,1909294051,1861588463
1577068635,391272274,366780890,1048714592
1027745328,2551369623,246274058,1842370691
2486457467,1035448132,2703469252,43711838
3723251550,3613652777,3419563053,2614868213
1747092882,3681700788,2968644170,4114472104
483678347,4138682890,1483085975,409939697
1906303353,2099808593,4066546621,152860305
1289282186,946224677,2234200404,3806350820
1723943410,971558714,4096595750,1060605087
3579269251,2305486065,316090848,38289875
1733571906,3273236277,889195446,3500055915
1675792894,1492789544,3328719115,603440485
1548116209,1980975322,3926406795,3778997586
602392181,2745874650,3361029440,409640177
1117250676,3939928295,1269309707,1514234105
372868019,693948920,652172411,2548721932
1844247520,3073630657,3641747964,2513336000
1105021146,2481369579,3370924801,2867671341
1277990643,1861004936,1163212444,2783255266
1824752984,3797793834,978439527,1861305971
511991280,1688144435,1378784218,600259299
2126296247,768692427,3562940820,3229512646
3033995940,2720147015,3531245637,1038466371
1046139670,2680061974,2451064179,2793701518
3371850327,1408498434,2455989587,3682393552
318212309,3448709772,1228439126,362368413
1691716437,4292724716,3002755773,4175091159
14577647,4213269120,3419901826,135119394
947800034,545619512,1896610554,3588035223
5585900,997463831,1916481459,3589361500
812520500,101500671,2000004815,214136337
611964355,2608903196,1198464183,2344563415
1151377649,475922411,2900714905,4050883616
751155701,1750025261,3881209588,1380716321
595492798,3797080972,3902089024,3463748548
2572194111,2354212353,3209186439,2582987986
3870014237,1584856146,1118888403,3391394074
4034605373,894839182,2961971969,3432473589
949980004,1893836952,566208396,212879047
2073057772,4106831203,530432035,1216328870
1614955446,532687255,819921511,2806575688
2249618129,2021912745,625914601,2103053694
1137619127,3680341704,2512743194,4178368542
293592026,186360656,315086059,3214739685
1874010528,2970507380,3531864231,2438859168
746693109,4204710563,3104844629,1284041305
112129175,1216626360,3976529994,1099983134
4100311966,574582872,2115866669,3807762503
1849397970,2943253833,2812700632,1918995093
4129862625,3906077575,3823051228,3504638567
3274545275,2623662302,2312949730,422355495
31562259,3865396678,1212061952,3691925771
2920743721,830791638,4191705622,118665686
3032035402,3240228905,156446397,3861847480
2770807040,1487178454,1401209772,3865193544
2372152719,1797982464,4179061694,2251018171
936769861,668811578,1567803188,516252975
3317287628,3517580724,1327787503,763619809
979374192,2684026115,519314737,3032709026
1592851839,3172092857,3933183750,3570662965
3826510150,3457931517,581874462,149610120
3678110812,288719115,1426435484,3254892477
1728438935,4083613315,3854646787,4110765504
1365881709,2137076990,2145975160,1472617649
2614069270,3243326965,2642642878,2741235859
3909258732,3188605499,2504537027,1473198745
3904546986,3569674347,2998977779,929737567
2540878639,672170313,125981452,3376705981
1428383318,1964125999,2267238880,3105647729
3663880389,2654721416,137751826,1197603977
1900084482,4003697024,3552549226,2501523939
3884177203,3586676661,1460229638,1808206062
142504463,3845814719,3636595878,395432084
2286754330,2501898013,1056860743,103196575
3077332671,2502878475,2497485912,2109455166
770095555,3671878949,4027291530,1195147751
1445397910,149747041,205244858,1459245908
806220975,3802850354,231832280,1234157175
1382666723,1751190500,88553782,734023806
1734551367,156259630,2926927932,1714822877
2356074318,3204681012,2571089944,2996382081
209330662,664984507,489755269,874783636
2373966436,618081565,3419847741,2861850477
1180305996,2602574317,2653648066,1902954364
1037242082,1092986902,301564789,1860988995
1044300593,1392231709,297550921,752647674
662109792,1725678852,584147286,829797610
4107776992,1745360125,3388262418,2647509460
4018635008,1658678310,396848355,1155391763
3516351733,2619078891,1021638682,2403798413
3127860820,716790196,1046459816,4057816347
755105623,807849303,450207975,3068632310
1547781561,406427901,3686597034,2917226207
810846758,1388074472,2998745162,4120508222
5147075,3305393643,3151398466,3330035514
1359011463,1005529164,2794007757,2610167445
3004832077,3179845479,2217365196,4071639130
2685450551,2975632430,1401826366,256158822
2332434283,3539388976,2842307123,1154110735
1885650430,3556136496,504939911,4237758521
1234490714,1260005682,634870959,3316602660
2154609457,1328730778,84888584,2041631172
3270815962,2246395879,4141601446,2924441323
3274517636,1397148534,4167719880,1790721137
2474141258,3572736378,531976827,1632728394
3211187436,3480189627,2007510779,915989346
2772549592,2392289316,2820479268,1644706140
529223801,1129421925,1246337518,127422022
2166372313,2923009582,3240710191,2028603528
1491475981,1003532618,2397098778,1431824787
395771292,1960332014,1837355207,4191221520
635008630,1651702235,1147589737,2385611833
851132385,2313275565,3237271788,3634846447
2887378684,4259335049,3858496936,1752619363
1853326418,3243646927,3128643303,1984352904
2982442083,4211021514,1747322123,3548960343
1102881301,1008383763,4030035848,4257185328
41913082,2270143999,1097052565,2250338018
2286138382,220916167,2289918682,3974721176
1199979353,3250755395,4100640944,3174074727
4064027564,2585483409,1149966912,2437093534
3893144186,3681511573,1074105266,4160868380
1686567411,4244617993,3984323995,3541198044
106752416,3992105412,294558944,4121490471
2883799083,1758853246,1285914868,2776035213
3595620500,1466569,2540831932,1630255706
4172559175,2323054707,873163180,2046872668
244524881,892196228,2731097543,3916536923
1934126048,941815840,3428974148,63796824
2501690897,1399327243,2154789612,672994949
2949086958,412099606,2795216840,2025368608
3089940144,3210632630,3418600632,2332131571
2791903771,3214821493,1002332701,256371032
3122074223,2333453297,2580583591,2826218643
1605663498,1452267241,483022237,3820954534
2497876027,3574845856,2215196613,470868457
498725214,2373279433,3598498367,1880221209
247623595,4112616372,3954763401,1203579070
4208059595,3834689908,2139872663,4231600691
1223308592,1531171376,1192330691,2614598739
2555395155,2346778261,2802551892,1089844545
4132450162,1488986784,3939768363,569575914
797911565,2674917618,2189743779,2340778184
829099696,3421476971,4184120563,3555390813
1467350256,3203508309,847306604,3594914561
4006765953,539174008,477535869,3579205186
1677904293,3532155364,1277126965,874951128
1173456825,108020581,1702604646,2338256214
652607738,1779958490,1807131900,3757850375
1705569492,3141371155,1337776474,519691413
1609420741,3355975777,2980033728,3677998545
563133378,1577480994,394586519,3864508576
1868485656,3199183083,1726957469,935723582
393046060,3832258393,1267791900,330622652
2639802684,1041973610,1316393642,2036738606
47154842,556614773,453381604,3586415657
2462134598,966659193,2550470141,2016029740
3391863913,1503298335,1214305436,1777128357
1010892593,1233019024,666671785,2159278761
1924230017,3983530659,2828955,538760525
2445374777,220390907,1218033041,568161146
263717186,2545484331,2365714694,3738663226
2131544533,699645449,3740496431,2589651310
2758722926,3600925362,181477079,1139462237
950329074,719668715,3885751323,3714298799
3595130059,2156935219,562529417,249578222
4170736361,4292087431,3580838566,1966037966
3635143873,1526462091,3437985492,3101866802
2173251115,202197222,3942264977,1455990269
1197761629,917665225,589714722,1723226164
3206696551,1708706027,2167808797,2263360801
1017608251,1433093922,1739283428,3840713149
4111766676,986135366,745486757,3343033572
2663996570,4020605548,2470394805,297931584
2578106284,2934273487,2603686195,1197370433
741330689,4132247288,921037442,1629381033
388036285,1881080474,2233092032,3713740309
1096342812,4038715178,4248520703,1803716052
3687532353,25058233,2104169600,1030265903
3913003199,2621248735,2984457717,2566906602
3004904150,3440594178,1767043293,2059026235
3114634499,1000648066,149364961,3859232135
987353190,4004922468,1257701956,4014545609
2474130756,3278188659,3442166054,3512797203
3481621201,3549573745,1488214717,3044740880
1734494060,2463007359,357839258,3192108044
4245314327,3404112327,2195185148,3864224092
386541967,1413221175,1575537490,280202828
1378431239,959761879,3176040290,1442727495
2196484667,1341689123,2253741843,18618995
260302362,2510509224,3455390858,3556643534
3116805899,3564454095,3508606798,2179418350
2390388739,1247526902,813773817,1572655688
2273583469,1728957949,531259352,973410175
3564747402,3702507904,3526153028,2297084702
3688341967,2640286264,2739749416,1243328034
3388853422,4257119136,69234021,293650768
1365082571,874880007,3848095825,364946573
1942216225,3552835967,2213519016,293515780
3230794531,2902803550,2338703917,1760148461
471852433,1069229832,2604649451,529919002
471339884,2043483706,3266048687,1902741777
1159141509,1714015047,3673686842,3860916772
2253300241,2574567676,1644407464,1518867947
4177504567,3438219099,363565496,516161093
3051182070,451266936,3151961818,2444313242
1339428265,3528067360,1425883326,3758236943
1251798831,3612438281,3606696789,1497118127
3652256954,1522592726,1596539451,180049345
3915495872,1847134277,3557157499,611344439
2745670146,2457748729,758141738,328963720
1096807078,3010019299,556283567,3180537483
380816883,3188883325,3779071211,1960760492
3600280334,3255087641,189318415,2870108955
2511347347,1671295313,2949440021,3003239027
4072096012,1843840133,3151530630,2453960542
262117255,4107469028,1877641321,2700217343
2511015278,2460893284,1631395726,3769967352
1224529904,3649528434,4207596666,2844779060
3555082615,1186894096,1713663701,3759872834
820280516,2672859575,1890588401,2007970306
1900651715,2526994194,673484748,607033619
1689689554,4138065552,1400306587,292635265
3550108208,368949265,1348885712,3067647779
2907139210,2149626371,3841851098,1322789918
891648243,2240210603,1060960771,2882627309
1366249395,387260030,1334356213,2802126152
574713806,3885512944,1756078588,2280837393
2883911151,3798421568,3040883635,3071361315
2452387995,1885446262,616918773,2168145117
729143996,3357473057,3742299781,2095941285
634176734,637652418,357151857,2138199256
2044746820,2662089137,1983148915,4019984392
3900270181,1119370179,130519862,1671952096
2371573681,1914078853,3234971656,503134655
141475762,3624950300,3006660372,1032611301
231339507,842693709,921323082,2941659585
3457720238,1305032782,2920168389,3604566830
1938640239,2075734363,2393553838,4166739471
1643453042,1450891680,3653638066,924146450
3391493883,3429470524,2399020520,3265649807
1564600191,4241226841,3873088396,2508702638
2286425561,683104046,1801814819,1730663847
3056542278,1017390922,1538149563,2190606570
3742963144,3016083372,2100185395,2128775711
1411711132,1612638512,1099349024,2797605729
2792235658,4182030713,3990751623,3194193569
4186889375,4176020564,2004705252,1296880275
326277332,2764662071,1090955411,384880331
2521228125,3694096548,1852069128,3547494735
1777628972,1726076051,3017343423,1673263462
1327730841,2714122111,1727993625,3329908989
1133158580,4231559146,780997191,770384398
3258876294,2402937162,3677570541,469702819
4274420092,4009746747,2509125154,3887625460
801318251,3093850512,1604508654,3763898902
3354993382,2078929600,952170828,4294076368
840945925,2744617644,940572573,3711945612
4262149336,3812371310,2242971264,158387752
3445687205,853567842,1861536380,2339393275
1822039845,1698085216,3183876386,4284728877
3130446477,4261360477,302578866,2194763310
2140412339,1728087036,3639269398,3751706229
3474586741,2829767039,2920063373,301598927
1531194210,3871260711,586913817,4241446579
